Session_ID,Customer_ID,Product_Viewed,Category,Page_Duration_Seconds,Pages_Viewed,Device_Type,Referrer,Time_of_Day,Bounce
11476,15496,Smartwatch,Accessories,218.69913695994344,9.0,Mobile,Facebook,Night,No
11477,16734,Headphones,Gadgets,148.77693521451673,4.0,Desktop,Facebook,Morning,Yes
11478,15375,Tablet,Electronics,230.60680970988315,1.0,Tablet,Email,Evening,Yes
11479,15185,Tablet,Gadgets,192.1864102722301,7.0,Tablet,Facebook,Night,Yes
11480,15574,Smartphone,Electronics,,1.0,Mobile,Direct,Morning,No
11481,747,Smartphone,Accessories,289.4846830296745,2.0,Desktop,Facebook,Evening,No
11482,1330,Headphones,Electronics,180.95186649440055,5.0,Tablet,Google,Morning,No
11483,6581,Laptop,Accessories,187.7984842842874,8.0,Desktop,Direct,Afternoon,No
11484,4605,Tablet,Electronics,6.35241913270049,2.0,Tablet,Facebook,Afternoon,Yes
11485,13531,Laptop,Electronics,92.21132849229137,6.0,Tablet,Direct,Evening,Yes
11486,3885,Tablet,Gadgets,18.343820324304602,,Mobile,Direct,Evening,No
11487,2862,Laptop,Electronics,296.7032011383421,7.0,Desktop,Email,Afternoon,Yes
11488,1492,Smartwatch,Gadgets,229.78888476381633,4.0,Mobile,Email,Evening,Yes
11489,16579,Tablet,Electronics,293.9341636177286,3.0,Tablet,Facebook,Morning,Yes
11490,10438,Laptop,Gadgets,280.1750967919136,1.0,Mobile,Facebook,Night,No
11491,7139,Headphones,Electronics,154.41202182516565,6.0,Desktop,Google,Evening,No
11492,15949,Laptop,Accessories,102.18017472514428,4.0,Desktop,Email,Evening,Yes
11493,10336,Smartwatch,Electronics,146.97687919767637,1.0,Mobile,Email,Afternoon,No
11494,17204,Laptop,Electronics,257.76397319502496,4.0,Desktop,Google,Night,Yes
11495,17074,Smartphone,Electronics,125.55483005466446,5.0,Tablet,Google,Evening,No
11496,1795,Smartwatch,Electronics,286.7840583331548,2.0,Mobile,Email,Evening,No
11497,9738,Smartwatch,Electronics,279.01848366542436,3.0,Desktop,Facebook,Afternoon,Yes
11498,365,Laptop,Accessories,,6.0,Desktop,Email,Evening,No
11499,6602,Smartphone,Electronics,,2.0,Desktop,Email,Evening,No
11500,13031,Headphones,Electronics,277.3802170475078,8.0,Tablet,Facebook,Morning,No
11501,16523,Smartwatch,Electronics,162.30985835835935,5.0,Tablet,Email,Afternoon,Yes
11502,5047,Smartwatch,Electronics,292.649169693362,8.0,Desktop,Direct,Evening,Yes
11503,13862,Smartphone,Electronics,245.308284557673,3.0,Tablet,Direct,Afternoon,Yes
11504,5009,Laptop,Gadgets,150.0050684265429,8.0,Desktop,Google,Evening,No
11505,16912,Smartwatch,Electronics,118.50791086460124,6.0,Mobile,Google,Night,No
11506,4312,Laptop,Accessories,260.2238442073983,4.0,Mobile,Email,Night,No
11507,12397,Smartphone,Gadgets,273.7107637620949,6.0,Tablet,Direct,Morning,No
11508,6538,Headphones,Gadgets,291.2750578320081,7.0,Tablet,Google,Afternoon,Yes
11509,12441,Headphones,Electronics,186.92300691485855,3.0,Desktop,Direct,Morning,No
11510,16140,Laptop,Electronics,298.7117466198097,,Desktop,Facebook,Afternoon,Yes
11511,3425,Smartphone,Electronics,299.6191700774567,1.0,Desktop,Facebook,Evening,No
11512,1065,Smartwatch,Electronics,63.752895376413655,8.0,Tablet,Email,Night,No
11513,6301,Headphones,Gadgets,244.80503127446318,8.0,Mobile,Google,Afternoon,No
11514,6518,Smartwatch,Gadgets,265.5639842532339,9.0,Tablet,Google,Night,Yes
11515,14895,Smartwatch,Accessories,277.25540248122735,8.0,Mobile,Email,Night,Yes
11516,10125,Headphones,Accessories,143.72881408981087,7.0,Mobile,Facebook,Afternoon,Yes
11517,14141,Laptop,Electronics,171.8530870566051,9.0,Desktop,Direct,Morning,Yes
11518,5374,Smartphone,Electronics,123.54581738849264,5.0,Mobile,Google,Afternoon,No
11519,8373,Smartwatch,Accessories,178.9192572648499,9.0,Desktop,Direct,Morning,Yes
11520,1072,Headphones,Electronics,193.63890805285854,1.0,Tablet,Direct,Afternoon,No
11521,471,Headphones,Electronics,266.6673476682305,6.0,Mobile,Facebook,Night,No
11522,3172,Smartwatch,Electronics,90.39274690639344,3.0,Tablet,Facebook,Afternoon,Yes
11523,17824,Smartphone,Accessories,243.96383006860498,4.0,Mobile,Direct,Morning,Yes
11524,4896,Headphones,Electronics,47.38851173975744,,Tablet,Google,Morning,Yes
11525,6254,Laptop,Accessories,129.73898600617628,5.0,Desktop,Facebook,Evening,Yes
11526,11023,Headphones,Gadgets,196.13862784628617,,Mobile,Google,Morning,No
11527,4369,Laptop,Accessories,252.29165437241022,7.0,Mobile,Facebook,Afternoon,No
11528,7778,Tablet,Accessories,83.31117065139883,2.0,Tablet,Email,Night,Yes
11529,14843,Tablet,Gadgets,160.38320708688644,9.0,Desktop,Email,Morning,No
11530,4375,Laptop,Accessories,139.5921513268329,,Mobile,Email,Night,No
11531,3905,Tablet,Electronics,297.6088564107478,5.0,Mobile,Google,Night,Yes
11532,10096,Laptop,Accessories,94.78889049557364,6.0,Desktop,Direct,Night,Yes
11533,16938,Smartwatch,Gadgets,158.2200073780133,5.0,Desktop,Facebook,Afternoon,No
11534,7860,Tablet,Electronics,298.9255691344001,2.0,Mobile,Email,Night,No
11535,5465,Headphones,Accessories,34.10898553695254,9.0,Tablet,Direct,Morning,No
11536,9138,Smartwatch,Accessories,,5.0,Desktop,Google,Night,No
11537,9532,Laptop,Gadgets,139.24798279223862,9.0,Desktop,Facebook,Night,No
11538,638,Smartphone,Electronics,279.49673299107627,6.0,Tablet,Facebook,Night,No
11539,12379,Smartwatch,Accessories,57.98516537285593,2.0,Desktop,Google,Night,No
11540,4357,Headphones,Accessories,150.60383756899114,5.0,Desktop,Direct,Evening,Yes
11541,11956,Laptop,Electronics,81.01788809628434,1.0,Mobile,Email,Afternoon,Yes
11542,7134,Smartphone,Accessories,170.11090936738918,9.0,Tablet,Email,Afternoon,Yes
11543,3204,Smartphone,Electronics,182.23797023181893,4.0,Tablet,Email,Evening,Yes
11544,15061,Laptop,Gadgets,116.77230973257637,8.0,Tablet,Email,Morning,No
11545,7089,Laptop,Electronics,184.6802450108343,2.0,Mobile,Direct,Afternoon,Yes
11546,2876,Headphones,Accessories,126.91440012500753,4.0,Desktop,Direct,Night,No
11547,1035,Smartphone,Electronics,33.17301799588586,3.0,Tablet,Google,Afternoon,No
11548,5885,Smartphone,Gadgets,273.43027751883983,3.0,Desktop,Facebook,Morning,No
11549,4671,Laptop,Accessories,214.38050862143916,4.0,Mobile,Direct,Afternoon,No
11550,1748,Headphones,Electronics,182.54176848582745,9.0,Desktop,Google,Afternoon,Yes
11551,10110,Laptop,Gadgets,69.14531522409008,5.0,Mobile,Email,Afternoon,Yes
11552,3278,Headphones,Gadgets,187.27977168562828,8.0,Tablet,Email,Evening,Yes
11553,10755,Tablet,Gadgets,131.44053375421174,1.0,Mobile,Google,Evening,Yes
11554,10523,Smartphone,Accessories,244.95627061397303,5.0,Mobile,Direct,Afternoon,Yes
11555,8578,Headphones,Accessories,226.71483034837678,9.0,Tablet,Facebook,Morning,No
11556,13149,Smartwatch,Electronics,241.177349009,3.0,Desktop,Facebook,Afternoon,Yes
11557,18312,Smartphone,Accessories,286.1470598814012,4.0,Desktop,Facebook,Afternoon,No
11558,17785,Headphones,Accessories,226.95946476044736,5.0,Desktop,Email,Afternoon,Yes
11559,6087,Smartphone,Accessories,280.20326837471237,3.0,Desktop,Google,Morning,Yes
11560,4291,Smartphone,Accessories,283.295575059539,4.0,Tablet,Email,Morning,No
11561,7147,Smartphone,Accessories,5.131414713191019,,Desktop,Google,Afternoon,No
11562,933,Tablet,Accessories,153.87457584227684,3.0,Tablet,Google,Evening,No
11563,12378,Headphones,Electronics,218.98110741841933,3.0,Mobile,Email,Evening,No
11564,17288,Tablet,Gadgets,32.12532046167739,9.0,Mobile,Google,Morning,Yes
11565,11246,Headphones,Accessories,86.69364844421267,6.0,Desktop,Email,Morning,No
11566,4329,Smartphone,Accessories,241.64905120152505,3.0,Tablet,Facebook,Evening,No
11567,16936,Tablet,Accessories,161.9759122464128,3.0,Desktop,Google,Morning,Yes
11568,13579,Tablet,Electronics,54.424658473240804,,Tablet,Email,Night,No
11569,7791,Smartwatch,Electronics,205.56304159953743,2.0,Mobile,Email,Evening,No
11570,14603,Tablet,Electronics,64.2063085619726,3.0,Desktop,Direct,Afternoon,No
11571,1064,Headphones,Gadgets,94.81828530281429,,Desktop,Facebook,Morning,Yes
11572,14006,Laptop,Electronics,213.06631551397197,2.0,Mobile,Direct,Evening,No
11573,8138,Laptop,Electronics,262.3648298578535,6.0,Desktop,Facebook,Morning,Yes
11574,14679,Headphones,Gadgets,153.96679969823396,3.0,Tablet,Google,Night,No
11575,12636,Smartphone,Electronics,205.17060578869572,3.0,Tablet,Google,Night,No
11576,7232,Smartphone,Gadgets,256.4918815194511,3.0,Mobile,Direct,Evening,Yes
11577,11020,Smartwatch,Electronics,247.36210473530585,8.0,Mobile,Direct,Afternoon,Yes
11578,7135,Tablet,Accessories,166.2580536634062,9.0,Tablet,Google,Morning,No
11579,18158,Smartwatch,Accessories,168.8628119754582,2.0,Mobile,Google,Morning,No
11580,16390,Laptop,Accessories,26.742019486457053,6.0,Tablet,Direct,Morning,Yes
11581,3608,Tablet,Accessories,272.0524998552421,7.0,Mobile,Direct,Night,Yes
11582,168,Laptop,Electronics,175.2828086269068,2.0,Tablet,Facebook,Night,No
11583,1752,Headphones,Electronics,254.9223726287566,7.0,Mobile,Email,Afternoon,Yes
11584,15749,Smartphone,Accessories,112.17268815834122,6.0,Mobile,Email,Evening,No
11585,16775,Headphones,Gadgets,76.06656165343284,6.0,Mobile,Facebook,Afternoon,No
11586,15253,Smartphone,Electronics,153.9292919368255,6.0,Tablet,Google,Afternoon,No
11587,12926,Headphones,Accessories,276.016727516087,3.0,Mobile,Google,Night,No
11588,9936,Tablet,Electronics,234.12184819483315,6.0,Desktop,Facebook,Afternoon,Yes
11589,15726,Laptop,Electronics,70.07454118477607,8.0,Tablet,Facebook,Night,No
11590,2631,Laptop,Accessories,108.96235463939045,9.0,Desktop,Facebook,Morning,No
11591,5962,Laptop,Gadgets,104.88407528023764,6.0,Mobile,Google,Evening,Yes
11592,3800,Laptop,Accessories,118.49678641615469,,Tablet,Google,Night,Yes
11593,6516,Tablet,Accessories,87.57290360427456,7.0,Desktop,Email,Morning,No
11594,13583,Smartwatch,Electronics,214.85636688255542,7.0,Tablet,Facebook,Night,Yes
11595,17564,Smartwatch,Accessories,99.85538709105433,9.0,Desktop,Facebook,Night,Yes
11596,2944,Smartwatch,Electronics,294.67597886547986,3.0,Mobile,Direct,Night,No
11597,4772,Smartphone,Gadgets,266.2612731144432,,Desktop,Google,Afternoon,No
11598,2938,Smartwatch,Electronics,58.2729109875996,1.0,Mobile,Direct,Morning,No
11599,6729,Smartphone,Gadgets,41.53052574105423,7.0,Desktop,Direct,Morning,No
11600,8193,Smartphone,Electronics,152.41047410065062,6.0,Mobile,Google,Night,Yes
11601,1347,Smartphone,Gadgets,45.7291443625398,8.0,Desktop,Facebook,Evening,No
11602,10942,Headphones,Accessories,228.00196078174326,3.0,Mobile,Google,Night,No
11603,8316,Headphones,Electronics,131.64384766131684,7.0,Tablet,Facebook,Afternoon,No
11604,2107,Headphones,Accessories,83.18511713184603,4.0,Mobile,Google,Evening,No
11605,2291,Smartphone,Accessories,260.7292221789719,1.0,Tablet,Facebook,Morning,No
11606,17607,Headphones,Gadgets,134.53258429453172,4.0,Tablet,Google,Morning,Yes
11607,17883,Smartwatch,Accessories,155.31998382922743,1.0,Tablet,Google,Morning,No
11608,5651,Laptop,Electronics,184.87556972951757,6.0,Tablet,Facebook,Evening,No
11609,17650,Smartphone,Accessories,100.21263151347,7.0,Tablet,Email,Night,No
11610,10923,Headphones,Electronics,157.29277191656786,7.0,Desktop,Email,Night,No
11611,2480,Headphones,Accessories,251.19834890827693,5.0,Desktop,Facebook,Afternoon,No
11612,7356,Smartphone,Electronics,38.49990014798473,1.0,Tablet,Direct,Morning,No
11613,4503,Laptop,Gadgets,226.33467785888482,,Tablet,Google,Afternoon,Yes
11614,7481,Headphones,Electronics,,4.0,Tablet,Direct,Afternoon,Yes
11615,17880,Headphones,Gadgets,291.49851416149517,4.0,Tablet,Facebook,Afternoon,No
11616,12248,Smartwatch,Electronics,181.19765752196756,2.0,Tablet,Direct,Night,Yes
11617,17991,Headphones,Accessories,266.19888696433014,1.0,Tablet,Facebook,Morning,No
11618,1875,Laptop,Accessories,14.682838673492224,4.0,Desktop,Google,Evening,No
11619,10940,Smartphone,Accessories,264.2057907181186,1.0,Tablet,Google,Evening,No
11620,1309,Tablet,Electronics,37.135079324916425,4.0,Tablet,Email,Morning,No
11621,7563,Headphones,Electronics,65.35539462404753,4.0,Desktop,Facebook,Night,No
11622,2990,Tablet,Gadgets,249.2421175298156,5.0,Desktop,Google,Night,No
11623,5773,Laptop,Accessories,58.61938201266966,5.0,Mobile,Facebook,Afternoon,Yes
11624,9294,Laptop,Gadgets,6.72269498666381,2.0,Mobile,Email,Afternoon,No
11625,5287,Smartphone,Gadgets,160.22391780765335,,Mobile,Email,Morning,Yes
11626,2038,Smartphone,Accessories,141.21227774758424,4.0,Mobile,Email,Afternoon,Yes
11627,10382,Smartphone,Gadgets,25.672306378568,2.0,Mobile,Direct,Morning,No
11628,5793,Laptop,Electronics,47.13054855551012,1.0,Desktop,Direct,Afternoon,Yes
11629,4533,Smartphone,Electronics,153.04820983612677,,Mobile,Facebook,Afternoon,Yes
11630,9068,Laptop,Accessories,244.99456246942398,7.0,Desktop,Google,Morning,No
11631,7088,Laptop,Electronics,218.9777431748187,9.0,Desktop,Facebook,Morning,Yes
11632,14589,Smartphone,Accessories,20.25969517407251,6.0,Tablet,Email,Night,No
11633,18291,Laptop,Gadgets,71.64574510828089,3.0,Desktop,Email,Evening,No
11634,2790,Tablet,Electronics,68.60183487999115,4.0,Mobile,Facebook,Afternoon,No
11635,17149,Smartphone,Gadgets,44.909715942484105,9.0,Mobile,Facebook,Afternoon,Yes
11636,958,Laptop,Accessories,174.51897458684311,6.0,Mobile,Direct,Evening,No
11637,15174,Laptop,Electronics,226.53466214305354,8.0,Mobile,Direct,Evening,No
11638,4015,Laptop,Gadgets,88.14089068960236,8.0,Tablet,Google,Night,No
11639,13423,Laptop,Gadgets,159.9979964248161,,Mobile,Google,Afternoon,Yes
11640,16800,Headphones,Accessories,208.87764808561775,2.0,Desktop,Direct,Evening,Yes
11641,1314,Smartwatch,Accessories,176.771352192512,8.0,Tablet,Google,Night,Yes
11642,540,Laptop,Accessories,254.4574368316736,3.0,Desktop,Google,Morning,No
11643,11450,Smartphone,Accessories,,4.0,Tablet,Facebook,Evening,No
11644,17163,Tablet,Accessories,193.2359069321067,4.0,Mobile,Email,Afternoon,No
11645,13483,Tablet,Gadgets,21.302433444314136,4.0,Mobile,Google,Morning,No
11646,16653,Headphones,Gadgets,54.83821627875874,6.0,Tablet,Email,Night,Yes
11647,9274,Tablet,Accessories,242.25144174761488,6.0,Tablet,Facebook,Evening,No
11648,7751,Smartphone,Electronics,161.8103327201797,6.0,Tablet,Google,Morning,No
11649,12892,Headphones,Accessories,253.14528528411006,7.0,Mobile,Email,Afternoon,Yes
11650,13928,Smartphone,Gadgets,46.53285437971543,5.0,Desktop,Google,Night,Yes
11651,8281,Laptop,Gadgets,123.4345719214116,9.0,Mobile,Facebook,Morning,No
11652,9929,Smartwatch,Gadgets,84.81353422926654,2.0,Tablet,Email,Evening,Yes
11653,15082,Smartwatch,Electronics,55.094316464801224,9.0,Tablet,Google,Evening,No
11654,9091,Laptop,Electronics,293.1825268624231,1.0,Mobile,Direct,Morning,No
11655,1941,Smartphone,Electronics,184.01373219544794,4.0,Tablet,Facebook,Afternoon,Yes
11656,11207,Smartwatch,Electronics,141.42158337403075,9.0,Mobile,Google,Morning,No
11657,17844,Tablet,Gadgets,282.9744322380603,7.0,Desktop,Facebook,Evening,Yes
11658,13088,Headphones,Accessories,179.6038048053558,6.0,Mobile,Google,Morning,No
11659,7317,Smartwatch,Electronics,284.7573641811822,3.0,Tablet,Email,Morning,Yes
11660,16755,Smartwatch,Accessories,82.62845053740624,7.0,Mobile,Facebook,Afternoon,Yes
11661,17491,Headphones,Electronics,46.871343746320996,5.0,Tablet,Google,Night,No
11662,12277,Smartwatch,Gadgets,,6.0,Tablet,Email,Morning,No
11663,8008,Headphones,Accessories,237.37826863047002,9.0,Mobile,Facebook,Morning,No
11664,9072,Tablet,Gadgets,256.2835209575986,6.0,Tablet,Email,Night,No
11665,145,Smartwatch,Electronics,241.20391921097723,1.0,Tablet,Email,Evening,No
11666,4547,Smartphone,Electronics,87.09167175474087,2.0,Tablet,Facebook,Evening,No
11667,16978,Smartphone,Electronics,293.6122322777911,1.0,Mobile,Google,Morning,No
11668,3863,Laptop,Electronics,235.43466840068663,4.0,Mobile,Google,Evening,No
11669,11501,Tablet,Gadgets,34.06900690117249,2.0,Mobile,Google,Evening,Yes
11670,11225,Tablet,Gadgets,33.943502271759385,9.0,Mobile,Google,Night,Yes
11671,14159,Smartphone,Accessories,235.08243480157884,4.0,Mobile,Google,Afternoon,No
11672,4205,Smartwatch,Accessories,65.7554353272815,8.0,Desktop,Facebook,Morning,Yes
11673,15984,Headphones,Accessories,222.09593208029952,2.0,Desktop,Email,Evening,Yes
11674,11576,Smartphone,Electronics,126.94269973041628,3.0,Tablet,Direct,Night,Yes
11675,13704,Laptop,Electronics,208.9111148666836,7.0,Desktop,Facebook,Morning,Yes
11676,4484,Headphones,Electronics,53.28875448643444,8.0,Desktop,Email,Afternoon,Yes
11677,10670,Smartphone,Accessories,95.70514403531844,7.0,Mobile,Direct,Night,Yes
11678,6981,Headphones,Accessories,42.036368541886546,2.0,Desktop,Facebook,Morning,No
11679,806,Smartwatch,Gadgets,124.0179313963163,8.0,Desktop,Direct,Evening,No
11680,9168,Laptop,Electronics,140.90820753495888,2.0,Tablet,Google,Morning,No
11681,5515,Smartphone,Gadgets,19.951654437796748,8.0,Mobile,Email,Night,Yes
11682,5948,Smartphone,Electronics,277.1610199183642,,Desktop,Facebook,Evening,Yes
11683,155,Headphones,Gadgets,97.31217721238558,3.0,Desktop,Direct,Afternoon,No
11684,2087,Tablet,Gadgets,263.05458169567993,3.0,Mobile,Direct,Afternoon,No
11685,3142,Headphones,Accessories,85.16123441091942,7.0,Tablet,Facebook,Night,No
11686,9537,Headphones,Gadgets,,2.0,Tablet,Google,Evening,Yes
11687,865,Tablet,Gadgets,175.69905018630675,1.0,Desktop,Google,Morning,Yes
11688,4885,Smartphone,Accessories,189.60933223148885,3.0,Tablet,Google,Night,Yes
11689,15706,Tablet,Electronics,199.34377857661312,6.0,Tablet,Facebook,Morning,No
11690,4423,Laptop,Accessories,158.50749063439707,5.0,Mobile,Email,Night,No
11691,18109,Headphones,Accessories,40.48804341726572,4.0,Mobile,Google,Afternoon,No
11692,17104,Smartphone,Gadgets,106.56481227664274,4.0,Tablet,Google,Afternoon,No
11693,2340,Smartphone,Accessories,72.76227821238658,6.0,Tablet,Direct,Morning,No
11694,6182,Smartwatch,Electronics,234.29253109419557,4.0,Mobile,Direct,Afternoon,No
11695,3312,Headphones,Electronics,114.15053843389782,2.0,Tablet,Email,Night,No
11696,3124,Headphones,Accessories,213.9490055185483,2.0,Mobile,Direct,Afternoon,Yes
11697,1563,Laptop,Accessories,53.65112641262421,2.0,Mobile,Google,Morning,No
11698,87,Tablet,Gadgets,152.26160859833792,4.0,Desktop,Google,Evening,Yes
11699,16167,Smartphone,Electronics,54.36540537786425,9.0,Mobile,Email,Afternoon,No
11700,5833,Headphones,Electronics,190.27430691714295,6.0,Tablet,Google,Evening,Yes
11701,1383,Tablet,Electronics,262.5844965628657,3.0,Desktop,Email,Night,Yes
11702,15409,Laptop,Accessories,249.32843321460922,4.0,Desktop,Google,Night,No
11703,3756,Laptop,Electronics,251.8343711607816,3.0,Tablet,Facebook,Night,No
11704,16240,Headphones,Accessories,66.20693798428394,3.0,Mobile,Google,Afternoon,Yes
11705,17590,Smartwatch,Gadgets,295.642857515682,3.0,Tablet,Facebook,Morning,No
11706,17390,Tablet,Accessories,276.78826279364387,2.0,Desktop,Facebook,Evening,Yes
11707,13755,Laptop,Electronics,31.45231618402085,7.0,Tablet,Email,Morning,No
11708,17015,Smartwatch,Electronics,190.95500698693826,8.0,Tablet,Google,Evening,Yes
11709,4477,Smartwatch,Gadgets,46.577822537238944,2.0,Mobile,Google,Morning,Yes
11710,17263,Tablet,Accessories,32.42772782947772,8.0,Desktop,Email,Night,No
11711,10823,Smartphone,Accessories,212.4433776835326,3.0,Desktop,Email,Night,Yes
11712,12184,Smartwatch,Accessories,167.36938576539205,1.0,Mobile,Google,Morning,No
11713,15689,Smartphone,Gadgets,164.20022031634736,5.0,Mobile,Email,Evening,No
11714,11611,Tablet,Gadgets,211.02951572084694,9.0,Tablet,Google,Evening,No
11715,17667,Smartwatch,Accessories,111.88096022590928,1.0,Tablet,Google,Night,No
11716,6669,Smartwatch,Electronics,178.7097155344188,6.0,Desktop,Email,Morning,No
11717,16611,Laptop,Accessories,252.344890145264,2.0,Tablet,Direct,Evening,Yes
11718,494,Headphones,Accessories,289.26343519131484,3.0,Mobile,Direct,Morning,No
11719,7684,Headphones,Gadgets,195.33519701072544,9.0,Desktop,Facebook,Morning,Yes
11720,13934,Laptop,Accessories,134.62915744086033,6.0,Tablet,Google,Evening,Yes
11721,6187,Laptop,Accessories,102.22396551336601,8.0,Tablet,Email,Morning,Yes
11722,13412,Laptop,Gadgets,87.61077257961651,,Mobile,Facebook,Morning,No
11723,5224,Smartwatch,Accessories,258.2509966134882,6.0,Mobile,Facebook,Afternoon,No
11724,13103,Tablet,Accessories,15.450320510960008,8.0,Mobile,Direct,Afternoon,Yes
11725,1589,Laptop,Gadgets,263.6995290284088,5.0,Desktop,Facebook,Evening,Yes
11726,1141,Headphones,Gadgets,55.996189033635844,2.0,Desktop,Facebook,Afternoon,Yes
11727,6356,Smartwatch,Electronics,257.41564144028973,6.0,Mobile,Facebook,Afternoon,Yes
11728,8388,Smartwatch,Gadgets,271.63882644099135,9.0,Mobile,Email,Evening,No
11729,16352,Headphones,Accessories,,,Tablet,Email,Morning,Yes
11730,13314,Smartwatch,Electronics,225.006056243843,3.0,Desktop,Email,Night,Yes
11731,1446,Tablet,Electronics,225.96943324490798,5.0,Desktop,Facebook,Evening,Yes
11732,5186,Headphones,Accessories,149.8272648956158,4.0,Desktop,Email,Morning,Yes
11733,5629,Smartphone,Gadgets,232.99891222940346,2.0,Desktop,Facebook,Afternoon,Yes
11734,8280,Laptop,Electronics,191.18324487616002,8.0,Desktop,Email,Night,No
11735,6460,Smartwatch,Accessories,57.16432203787954,5.0,Desktop,Direct,Morning,No
11736,3459,Laptop,Accessories,189.1163369016483,1.0,Mobile,Facebook,Evening,Yes
11737,15035,Headphones,Accessories,226.21775846067797,6.0,Tablet,Direct,Morning,Yes
11738,12606,Smartphone,Gadgets,36.936381445513994,9.0,Desktop,Google,Morning,No
11739,2484,Tablet,Electronics,171.0214556937137,6.0,Mobile,Email,Evening,Yes
11740,13382,Smartphone,Gadgets,234.23468395163405,8.0,Tablet,Direct,Afternoon,No
11741,6559,Laptop,Electronics,294.04142258066946,7.0,Tablet,Facebook,Night,No
11742,14882,Tablet,Accessories,235.68258753805645,1.0,Tablet,Google,Afternoon,No
11743,5215,Laptop,Gadgets,229.08016716515368,3.0,Mobile,Facebook,Afternoon,Yes
11744,13079,Smartwatch,Gadgets,42.53163649112109,5.0,Desktop,Facebook,Night,Yes
11745,11292,Tablet,Electronics,243.10011901272009,5.0,Mobile,Email,Night,No
11746,18057,Headphones,Gadgets,135.97364702899864,7.0,Desktop,Email,Morning,Yes
11747,2186,Headphones,Gadgets,131.13642173890372,5.0,Mobile,Google,Afternoon,Yes
11748,1015,Smartwatch,Accessories,161.0463777043867,8.0,Desktop,Direct,Evening,Yes
11749,2720,Headphones,Accessories,198.05495667730904,9.0,Mobile,Email,Morning,No
11750,1941,Tablet,Gadgets,126.12498066172282,,Mobile,Direct,Night,Yes
11751,10388,Smartwatch,Gadgets,137.38117903619195,2.0,Mobile,Google,Morning,Yes
11752,11508,Smartwatch,Gadgets,61.63213629334629,8.0,Mobile,Email,Morning,No
11753,15467,Headphones,Gadgets,56.335583637655354,9.0,Desktop,Direct,Evening,No
11754,4880,Headphones,Accessories,183.430029411653,2.0,Desktop,Direct,Evening,Yes
11755,11072,Smartwatch,Gadgets,200.52038686540254,2.0,Mobile,Google,Morning,No
11756,14363,Smartphone,Gadgets,11.77798635326414,7.0,Tablet,Email,Morning,Yes
11757,18372,Headphones,Gadgets,174.7691822723747,4.0,Desktop,Google,Afternoon,No
11758,12261,Laptop,Accessories,199.98683966658928,6.0,Tablet,Direct,Afternoon,Yes
11759,1016,Smartphone,Accessories,156.763862653555,2.0,Tablet,Google,Morning,Yes
11760,11673,Tablet,Accessories,74.12153166340914,3.0,Desktop,Email,Evening,No
11761,2263,Smartphone,Accessories,62.97479806262775,8.0,Desktop,Facebook,Evening,Yes
11762,12840,Smartwatch,Accessories,249.18160117601238,8.0,Mobile,Google,Night,Yes
11763,10562,Tablet,Gadgets,264.6155836999287,1.0,Desktop,Google,Afternoon,No
11764,2845,Tablet,Accessories,37.660234315242214,8.0,Desktop,Direct,Morning,No
11765,18086,Smartwatch,Electronics,18.689072343290775,7.0,Mobile,Facebook,Night,Yes
11766,2500,Tablet,Accessories,196.3683995322493,3.0,Tablet,Email,Night,No
11767,1510,Smartwatch,Gadgets,159.09340957935095,6.0,Mobile,Facebook,Afternoon,No
11768,10409,Laptop,Electronics,207.0548670303463,3.0,Tablet,Email,Morning,Yes
11769,2284,Smartwatch,Accessories,54.52317098173012,7.0,Mobile,Facebook,Evening,Yes
11770,12043,Laptop,Electronics,,5.0,Desktop,Facebook,Afternoon,Yes
11771,7061,Tablet,Gadgets,87.43753431401363,1.0,Mobile,Direct,Night,Yes
11772,13024,Tablet,Electronics,159.10113857301513,,Tablet,Direct,Afternoon,No
11773,1045,Smartphone,Gadgets,246.63783820083285,5.0,Tablet,Email,Afternoon,No
11774,2014,Smartphone,Electronics,26.18121930004118,2.0,Mobile,Email,Evening,No
11775,2521,Headphones,Accessories,136.6381311094494,3.0,Desktop,Email,Afternoon,No
11776,1257,Smartphone,Accessories,258.22142247564415,8.0,Desktop,Google,Morning,Yes
11777,14763,Smartwatch,Accessories,164.02874792431098,4.0,Mobile,Google,Morning,Yes
11778,15024,Smartwatch,Gadgets,228.44755199017723,5.0,Tablet,Direct,Morning,No
11779,8511,Smartwatch,Accessories,191.69457145300427,,Tablet,Google,Morning,Yes
11780,6543,Tablet,Gadgets,290.70734775397875,2.0,Desktop,Direct,Night,No
11781,1299,Smartwatch,Electronics,295.08789731736005,1.0,Mobile,Email,Night,No
11782,13355,Smartwatch,Accessories,31.612102012306146,5.0,Desktop,Email,Afternoon,No
11783,2774,Smartwatch,Gadgets,112.0575091712217,3.0,Tablet,Direct,Night,No
11784,10552,Laptop,Gadgets,37.60504470242992,3.0,Mobile,Facebook,Night,Yes
11785,3427,Headphones,Electronics,169.03593915642574,6.0,Desktop,Direct,Night,No
11786,6281,Smartphone,Gadgets,69.57833640614857,3.0,Mobile,Google,Night,Yes
11787,13897,Tablet,Electronics,94.26312529436512,9.0,Tablet,Email,Evening,Yes
11788,17777,Smartwatch,Gadgets,298.0908407468624,4.0,Tablet,Facebook,Afternoon,Yes
11789,5461,Smartphone,Accessories,139.31880985451093,3.0,Desktop,Email,Afternoon,Yes
